,RowNumber,CustomerId,CreditScore,Gender,Balance,NumOfProducts,HasCrCard,IsActiveMember,Age,Geography,EstimatedSalary,Surname,Exited,Tenure
4823,4824,15744789,786,Female,114512.59,1,1,0,32,California,15796.66,McConnell,0,6
4824,4825,15799357,727,Male,136364.46,1,0,0,35,Texas,142754.71,Armfield,0,5
4825,4826,15726153,622,Male,106260.67,1,1,1,31,Texas,2578.43,Fanucci,0,5
4826,4827,15713346,794,Male,146126.75,1,1,1,24,Texas,88992.05,Panina,0,10
4827,4828,15665053,636,Male,111284.53,1,0,1,52,California,32936.44,Nixon,0,4
4828,4829,15592379,741,Female,121056.63,2,1,0,42,California,39122.58,Walker,0,9
4829,4830,15692599,687,Male,128270.56,1,1,0,,Texas,191092.62,Chiemela,0,5
4830,4831,15620758,660,Male,0.0,2,1,0,30,California,129149.06,Martel,0,4
4831,4832,15637428,660,Male,0.0,2,1,0,35,Texas,13218.6,Briggs,0,7
4832,4833,15808389,617,Female,0.0,1,1,1,79,Texas,160589.18,Iheatu,0,7
4833,4834,15807003,762,Male,191775.65,1,1,0,32,Texas,,Jennings,0,10
4834,4835,15702912,752,Female,0.0,1,1,0,35,California,44335.54,Ch'en,0,2
4835,4836,15590623,561,Male,85141.79,2,1,1,34,California,29217.37,Kovalyov,0,4
4836,4837,15728078,609,Male,126392.18,1,0,1,26,Texas,43651.49,Yeh,0,10
4837,4838,15708256,803,Male,0.0,2,1,0,28,Texas,159654.0,Chien,0,3
4838,4839,15582335,556,Female,129860.37,1,0,0,40,Texas,17992.94,Brown,0,9
4839,4840,15649150,531,Female,127642.44,1,1,0,53,Texas,141501.45,Buddicom,1,5
4840,4841,15691647,411,Female,0.0,2,1,1,35,Texas,,McGregor,0,2
4841,4842,15668270,587,Female,125584.17,2,1,1,44,Alabama,41852.24,Thompson,1,5
4842,4843,15624820,683,Male,50911.21,3,0,0,56,California,97629.31,Ross,0,7
4843,4844,15736254,654,Male,91955.61,1,1,0,29,Texas,37065.66,Ch'ang,0,2
4844,4845,15720814,670,Female,84266.44,2,0,0,36,Alabama,38614.69,Warren,0,2
4845,4846,15642997,655,Female,147149.59,1,1,1,,Texas,87816.86,Uspenskaya,0,2
4846,4847,15693200,752,Female,0.0,2,1,0,36,Texas,184866.86,King,0,7
4847,4848,15624596,534,Female,104822.45,1,0,1,23,Texas,,Trentini,0,5
4848,4849,15807167,635,Male,146766.72,2,0,1,42,Texas,164357.1,Konovalova,0,1
4849,4850,15660301,491,Male,148745.92,2,1,1,70,Alabama,17818.33,Dellucci,0,6
4850,4851,15593094,516,Male,0.0,1,1,0,27,Texas,142680.64,Goddard,1,9
4851,4852,15618239,530,Female,0.0,1,1,0,48,Texas,85081.09,Neumann,0,0
4852,4853,15574137,687,Male,0.0,2,1,1,35,California,176450.19,Ch'in,0,3
4853,4854,15614740,684,Female,135203.81,2,1,1,41,Texas,,Walters,0,6
4854,4855,15574071,706,Male,93301.97,2,0,1,23,Alabama,127187.04,Muravyova,0,2
4855,4856,15671148,490,Male,96341.0,2,0,0,33,Alabama,108313.34,Barry,0,5
4856,4857,15721921,796,Male,165326.2,1,1,1,44,Texas,57205.55,Woolnough,0,8
4857,4858,15717995,849,Male,0.0,2,0,1,27,Texas,157891.86,Keen,0,0
4858,4859,15632050,779,Female,99786.2,1,1,0,41,Texas,,Liebe,0,100
4859,4860,15647111,794,Female,114440.24,1,1,1,22,California,107753.07,White,0,4
4860,4861,15759991,748,Male,141573.55,1,1,0,36,California,82158.14,Hunter,0,4
4861,4862,15790204,663,Female,0.0,1,1,0,22,California,29135.89,Myers,0,9
4862,4863,15686780,645,Female,133676.65,1,0,1,55,California,17095.49,Rogova,0,1
4863,4864,15640491,464,Female,147493.7,2,1,0,33,Texas,100447.53,Raff,0,100
4864,4865,15783225,737,Male,0.0,1,1,0,54,Texas,83470.4,Cocci,1,9
4865,4866,15734438,590,Female,0.0,2,1,0,29,Texas,121846.81,Kanayochukwu,0,4
4866,4867,15688760,522,Female,95022.57,1,1,1,37,Alabama,129107.59,Obialo,0,3
4867,4868,15768124,648,Female,0.0,1,1,0,34,Texas,54726.43,Liu,0,3
4868,4869,15661330,754,Male,0.0,1,1,1,37,Texas,116141.72,Gilbert,0,6
4869,4870,15781272,669,Male,149713.61,3,1,1,50,Texas,124872.42,Coles,1,4
4870,4871,15573888,648,Female,107963.38,1,0,0,43,Alabama,186438.86,Ponomaryov,1,1
4871,4872,15575858,763,Male,0.0,2,1,0,40,Texas,134281.11,Bergamaschi,0,3
4872,4873,15645937,790,Male,0.0,1,1,0,,California,91044.47,Guerin,0,3
4873,4874,15702337,581,Male,0.0,2,1,1,37,Texas,74320.75,Sinclair,0,7
4874,4875,15764537,703,Male,0.0,2,1,0,43,Texas,9704.66,Dominguez,0,8
4875,4876,15619616,571,Female,102017.25,2,0,0,,Texas,128600.49,Costa,0,9
4876,4877,15585133,657,Female,0.0,2,0,0,27,California,6468.24,Wei,0,8
4877,4878,15573971,737,Male,0.0,2,0,0,44,Texas,57898.58,Mills,0,7
4878,4879,15579433,793,Male,96674.55,2,0,0,29,California,,,0,8
4879,4880,15777045,783,Female,81811.71,1,1,0,44,California,164213.53,Price,0,3
4880,4881,15611580,751,Male,79281.61,1,1,0,33,California,117547.76,Wood,0,4
4881,4882,15614778,579,Male,0.0,2,1,0,31,Texas,26149.25,Robertson,0,6
4882,4883,15771750,655,Female,122314.39,1,1,0,36,Alabama,9181.66,Sawtell,0,100
4883,4884,15593280,614,Male,140733.74,1,1,1,,Alabama,166588.76,Yuryeva,0,8
4884,4885,15569274,678,Male,116933.11,1,1,0,49,Alabama,195053.58,Pisano,1,2
4885,4886,15654408,562,Male,165445.04,2,1,0,41,California,85787.31,Kharitonova,0,5
4886,4887,15657468,711,Female,123805.03,1,1,0,53,Alabama,102428.51,Simmons,0,5
4887,4888,15614213,620,Male,107548.94,1,1,0,37,Texas,71175.94,Muramats,0,0
4888,4889,15589869,437,Male,111634.29,2,0,1,49,Texas,166440.32,Tang,0,9
4889,4890,15693205,691,Female,109153.96,3,1,1,41,Alabama,148848.76,Peng,1,8
4890,4891,15797113,552,Female,0.0,2,1,0,34,California,140286.69,Bevan,0,4
4891,4892,15676958,765,Male,86055.17,2,1,1,,Alabama,104220.5,Zito,0,5
4892,4893,15739592,707,Female,98438.23,1,0,0,51,Alabama,70778.63,Sokolov,1,100
4893,4894,15656263,764,Male,0.0,2,1,0,29,California,65868.28,Teng,0,5
4894,4895,15636872,585,Female,144705.87,2,0,0,32,Texas,171482.56,Amadi,0,8
4895,4896,15589435,784,Male,0.0,2,1,1,31,Texas,143204.41,Davide,0,7
4896,4897,15640464,605,Male,91612.91,1,1,1,41,Texas,28427.84,Parkes,0,5
4897,4898,15723851,699,Male,0.0,1,1,0,,California,78387.32,Mazzanti,0,2
4898,4899,15722122,544,Female,0.0,1,0,1,40,Texas,161076.92,Findlay,0,7
4899,4900,15696852,803,Female,192122.84,1,1,1,32,Texas,54277.45,Hsu,1,9
4900,4901,15634936,735,Male,179904.0,1,1,1,41,Texas,137180.95,Chukwukadibia,0,7
4901,4902,15575935,673,Male,178058.06,2,0,1,59,Texas,21063.71,Baxter,1,0
4902,4903,15634491,652,Male,176166.56,2,1,1,30,Texas,152210.81,Kung,0,2
4903,4904,15628530,694,Male,156864.2,2,0,0,42,Texas,88890.75,Booth,0,3
4904,4905,15678720,741,Female,0.0,2,1,1,44,Texas,190534.76,Evans,0,7
4905,4906,15627999,590,Male,0.0,2,1,0,30,California,83090.35,Kung,0,3
4906,4907,15571244,809,Female,0.0,2,0,1,33,California,141426.78,Tung,0,3
4907,4908,15739931,523,Male,161588.89,1,1,1,34,Texas,51358.66,Yuan,0,2
4908,4909,15806256,540,Male,109349.29,1,1,0,48,Texas,88703.04,Jackson,1,2
4909,4910,15787258,596,Female,0.0,2,1,0,29,California,116696.77,Ross,0,6
4910,4911,15706463,597,Female,0.0,2,1,1,,Texas,7156.09,Yang,0,9
4911,4912,15691004,407,Male,0.0,1,1,1,,California,49161.12,Yu,1,1
4912,4913,15792228,748,Male,152335.7,1,1,0,60,Texas,126743.33,Onwumelu,1,0
4913,4914,15733447,562,Female,124662.54,1,1,1,51,Texas,65390.46,Gay,1,1
4914,4915,15679062,734,Female,91522.04,2,1,1,47,Alabama,,Morrison,0,100
4915,4916,15594409,710,Male,0.0,2,1,1,45,Texas,,Belov,0,1
4916,4917,15613816,539,Female,62052.28,1,0,1,39,California,59755.14,Mao,0,6
4917,4918,15681991,542,Male,107871.72,1,1,0,32,Texas,,,0,7
4918,4919,15796074,717,Female,99472.76,2,1,0,36,Texas,94274.72,Bruno,1,2
4919,4920,15625941,682,Female,128039.01,1,1,1,50,California,102260.16,Gray,0,100
4920,4921,15615016,515,Male,0.0,2,1,1,,Texas,136028.97,Maurer,0,2
4921,4922,15748414,526,Female,114634.63,2,1,0,33,California,110114.38,Chiang,0,8
4922,4923,15751203,702,Male,56738.47,2,1,1,26,Texas,100442.22,Cattaneo,1,5
4923,4924,15662658,651,Male,90355.12,2,0,0,34,Alabama,193597.94,Grieve,0,2
4924,4925,15574868,792,Male,115725.24,2,0,0,36,Alabama,1871.25,Lowell,0,5
4925,4926,15790282,817,Male,114327.59,2,1,1,,Alabama,42831.11,Trentino,0,3
4926,4927,15762927,674,Female,100762.64,1,1,0,36,Alabama,182156.86,Sung,0,6
4927,4928,15803456,641,Female,0.0,1,0,0,40,Texas,151648.66,Yen,1,9
4928,4929,15771857,513,Male,89039.9,2,1,1,39,California,146738.83,Philipp,0,7
4929,4930,15700601,561,Male,78829.53,1,1,1,34,Texas,12148.2,Dynon,0,1
4930,4931,15569670,627,Male,112372.96,1,1,1,30,Alabama,118029.09,Alexeyeva,0,6
4931,4932,15772341,682,Male,122029.15,1,1,1,81,Alabama,50783.88,Hs?eh,0,6
4932,4933,15661548,683,Female,157829.12,1,0,0,29,Texas,129891.66,Ferri,0,0
4933,4934,15787597,420,Female,108377.75,2,1,1,31,Alabama,,,0,1
4934,4935,15806913,670,Female,95507.12,1,1,1,54,Texas,63213.31,Bishop,0,2
4935,4936,15804862,505,Male,127146.68,1,0,0,43,Alabama,137565.87,Toscani,0,6
4936,4937,15792986,580,Male,133811.78,1,1,0,24,Alabama,17185.95,T'ao,1,1
4937,4938,15625632,577,Male,121092.47,2,0,1,36,Texas,143783.46,Philip,0,3
4938,4939,15727703,773,Male,126979.75,1,0,0,34,Alabama,36823.28,Li Fonti,0,10
4939,4940,15606273,616,Male,144235.73,2,0,0,37,Texas,154957.66,Rene,1,5
4940,4941,15799652,763,Female,152582.2,2,0,0,38,Texas,31892.82,Daigle,0,0
4941,4942,15715047,640,Male,172478.15,1,1,0,43,California,191084.4,Joshua,0,9
4942,4943,15784687,592,Male,126477.42,1,0,0,36,Texas,179718.17,Simmons,0,1
4943,4944,15615322,528,Male,97473.87,2,1,1,43,California,159823.16,Jamieson,0,7
4944,4945,15722072,630,Male,138053.67,1,0,1,53,Texas,114110.97,Hou,0,5
4945,4946,15646784,529,Female,164003.05,2,1,1,31,Texas,60993.23,Cochran,0,2
4946,4947,15644692,546,Female,0.0,1,1,1,47,Texas,66408.01,Bibb,1,8
4947,4948,15670354,753,Female,0.0,2,1,1,62,Texas,136398.9,Jen,0,6
4948,4949,15716357,772,Female,122486.11,2,1,1,39,California,140709.25,Corran,0,4
4949,4950,15786717,567,Male,0.0,2,0,0,36,Texas,8555.73,He,0,1
4950,4951,15771383,628,Female,53667.44,1,1,0,45,Alabama,115022.94,Loggia,0,6
4951,4952,15649793,658,Male,0.0,2,0,0,20,Texas,187638.34,Lovely,0,7
4952,4953,15731543,679,Male,109327.65,1,1,1,58,California,,Becker,0,9
4953,4954,15684516,629,Male,121151.05,1,0,0,34,California,119357.93,Plascencia,0,1
4954,4955,15677249,731,Male,101043.63,1,1,1,42,California,192175.52,Somadina,0,9
4955,4956,15581525,775,Male,83501.66,2,1,0,33,Alabama,128841.31,Walker,0,3
4956,4957,15628420,660,Male,80462.24,1,0,0,33,California,150422.35,Alekseeva,0,2
4957,4958,15600478,752,Male,0.0,1,1,0,39,Texas,188187.05,Watson,0,3
4958,4959,15594502,655,Male,109093.41,2,1,0,37,Texas,1775.52,Zotov,0,6
4959,4960,15784361,543,Female,140355.6,1,1,1,,California,85086.78,Williamson,0,5
4960,4961,15767626,811,Male,0.0,2,1,1,42,Texas,3797.79,Carpenter,0,10
4961,4962,15632521,689,Male,130170.82,2,1,0,45,Alabama,150856.38,Cattaneo,0,0
4962,4963,15665088,531,Female,0.0,2,0,1,42,Texas,90537.47,Gordon,0,2
4963,4964,15652084,515,Male,109542.29,1,1,1,40,Texas,166370.81,Boni,0,0
4964,4965,15574761,466,Female,33563.95,2,1,0,41,Texas,178994.13,Lynch,1,3
4965,4966,15729515,782,Male,148795.17,2,1,1,36,Texas,195681.43,McCarthy,0,1
4966,4967,15682070,611,Male,0.0,2,1,1,64,Texas,,,0,9
4967,4968,15743817,621,Male,174126.75,3,1,0,40,Alabama,172490.78,Hargreaves,1,8
4968,4969,15572158,604,Male,0.0,1,0,0,41,California,11819.84,Blackburn,0,3
4969,4970,15584477,655,Female,106405.03,1,1,1,35,California,82900.25,K?,0,1
4970,4971,15614893,689,Male,0.0,1,1,1,38,California,,,0,2
4971,4972,15665963,681,Male,128393.29,1,1,1,,California,180593.45,Cattaneo,0,2
4972,4973,15612524,643,Male,127841.52,1,1,0,41,Alabama,172363.41,Hunt,0,2
4973,4974,15596962,617,Female,137295.19,2,1,1,24,Texas,91195.12,Owens,0,4
4974,4975,15744942,638,Female,155828.22,1,0,1,55,California,108987.25,Steele,0,2
4975,4976,15573278,743,Male,0.0,2,1,0,39,Texas,44265.28,Kennedy,0,6
4976,4977,15717056,828,Female,144351.86,1,1,0,25,Alabama,116613.26,Pan,0,7
4977,4978,15795881,776,Male,106365.29,1,1,1,35,California,148527.56,Alexander,0,8
4978,4979,15758939,540,Male,127801.88,1,0,1,35,Alabama,84239.46,Bray,0,7
4979,4980,15792250,616,Female,122793.96,1,1,1,45,Alabama,62002.04,Nnabuife,0,4
4980,4981,15740406,628,Male,113525.84,1,1,0,38,Alabama,46044.48,Padovesi,1,10
4981,4982,15768137,667,Female,136100.69,2,0,0,23,California,169669.33,Bray,1,6
4982,4983,15569120,615,Male,0.0,2,1,1,30,Texas,156346.84,Lucas,0,7
4983,4984,15723721,543,Male,140916.81,1,1,0,30,Texas,157711.18,Tinline,0,4
4984,4985,15777122,553,Female,0.0,2,1,1,31,Texas,89087.4,Esomchi,0,4
4985,4986,15742681,554,Male,121365.39,1,1,1,26,Alabama,8742.36,Liao,0,4
4986,4987,15582090,684,Female,0.0,1,1,0,36,California,117038.96,Iroawuchi,0,4
4987,4988,15711254,452,Female,0.0,2,1,0,35,Texas,164241.67,Retana,0,7
4988,4989,15775067,606,Male,93578.68,2,0,1,47,Texas,137720.56,Fang,1,3
4989,4990,15602851,629,Male,0.0,1,1,0,40,Texas,106.67,Ozioma,0,9
4990,4991,15802857,659,Female,115409.6,1,0,1,33,California,1539.21,Robson,0,8
4991,4992,15701175,493,Female,90791.69,1,1,1,33,Texas,59659.53,Bruno,0,8
4992,4993,15783019,794,Female,123681.32,3,1,0,62,Texas,173586.63,Price,1,9
4993,4994,15728912,554,Female,92436.86,1,1,0,44,Texas,126033.9,Swanson,0,6
4994,4995,15585580,796,Female,167194.36,1,1,1,52,Alabama,62808.93,Chang,1,9
4995,4996,15583480,807,Female,0.0,2,0,1,36,Texas,147007.33,Morgan,0,4
4996,4997,15620341,500,Male,160838.13,2,1,0,44,Alabama,196261.64,Nwebube,0,9
4997,4998,15613886,722,Male,0.0,1,1,0,43,California,44560.17,Trevisan,0,1
4998,4999,15792916,559,Female,144470.77,1,1,1,40,California,18917.95,Ositadimma,0,7
4999,5000,15710408,584,Female,0.0,2,1,1,38,California,4525.4,Cunningham,0,3
5000,5001,15598695,834,Female,130169.27,2,0,1,68,Alabama,93112.2,Fields,0,9
5001,5002,15649354,754,Male,0.0,2,1,1,,California,9658.41,Johnston,0,4
5002,5003,15737556,590,Male,81076.8,2,1,1,43,Texas,182627.25,Vasilyev,1,7
5003,5004,15671610,740,Male,0.0,1,1,1,36,Texas,13177.4,Hooper,0,7
5004,5005,15625092,502,Female,101465.31,1,1,0,57,Alabama,43568.31,Colombo,1,3
5005,5006,15741032,733,Male,0.0,1,0,1,48,Texas,117830.57,Tsao,0,5
5006,5007,15750014,755,Female,113865.23,2,1,1,,Alabama,117396.25,Chikere,0,0
5007,5008,15784761,554,Female,87603.35,3,0,1,46,California,96929.24,Ballard,1,7
5008,5009,15768359,534,Male,120037.96,1,1,0,36,Texas,36275.94,Akhtar,0,4
5009,5010,15805769,656,Male,0.0,2,1,0,,California,116706.0,O'Loughlin,0,4
5010,5011,15719508,575,Male,121205.15,4,1,1,49,Alabama,168080.53,Davis,1,7
5011,5012,15609011,480,Male,75408.33,1,1,0,47,California,25887.89,Barry,0,8
5012,5013,15703106,575,Male,0.0,2,1,1,40,Texas,122488.59,K'ung,0,5
5013,5014,15626795,672,Female,0.0,1,1,0,40,Texas,113171.61,Gorman,1,3
5014,5015,15773731,758,Female,0.0,2,0,0,35,California,100365.51,John,0,5
5015,5016,15756196,682,Male,121818.84,2,0,1,50,Texas,,Tsou,0,6
5016,5017,15687903,501,Female,0.0,2,1,0,29,Texas,,,0,8
5017,5018,15777599,746,Male,141806.0,2,1,1,34,Alabama,183494.87,Esposito,0,6
5018,5019,15754577,556,Female,61354.14,1,1,0,51,Texas,198810.65,Boni,1,8
5019,5020,15584113,823,Female,124954.94,1,0,1,53,Alabama,131259.6,Pratt,1,4
5020,5021,15669589,491,Female,95039.12,1,0,1,68,Alabama,116471.14,Page,1,1
5021,5022,15632793,638,Female,103417.74,1,1,1,29,Texas,15336.4,Wilkinson,0,9
5022,5023,15711130,734,Male,0.0,2,1,0,45,Texas,99593.28,Tseng,0,2
5023,5024,15615254,555,Male,43028.77,1,1,0,40,Texas,170514.21,Clark,0,10
5024,5025,15720583,745,Female,119638.21,1,1,1,44,Alabama,34265.08,Finch,1,0
5025,5026,15780432,728,Male,122689.51,2,0,0,37,Texas,106977.53,Shen,1,3
5026,5027,15673223,626,Male,0.0,2,0,0,44,Texas,164287.86,Hou,0,10
5027,5028,15807989,681,Male,73179.34,2,1,1,37,Alabama,25292.53,Wall,0,8
5028,5029,15761168,478,Female,171913.87,1,1,0,38,Texas,51820.87,Manna,1,4
5029,5030,15651272,709,Male,0.0,2,1,1,38,Texas,81452.29,Reyes,0,5
5030,5031,15812832,562,Male,92659.2,2,1,0,33,Alabama,,Jideofor,0,8
5031,5032,15680517,769,Female,137239.17,1,1,1,34,Alabama,71379.92,Sal,1,7
5032,5033,15750569,684,Female,102955.14,2,1,0,46,Alabama,154137.33,Iweobiegbunam,0,3
5033,5034,15690743,536,Female,65190.29,1,1,1,61,Texas,64308.49,Shao,1,8
5034,5035,15627741,631,Female,96863.52,2,1,1,29,Alabama,31613.35,Heath,0,2
5035,5036,15712121,657,Male,154983.98,1,1,0,34,California,27738.01,Chidimma,0,5
5036,5037,15805429,699,Male,106819.65,1,0,1,59,Alabama,163570.25,Murray,0,3
5037,5038,15814923,606,Male,128578.52,1,1,1,38,California,193878.51,Sullivan,0,7
5038,5039,15589230,612,Female,126473.33,1,0,1,63,Texas,147545.65,Wu,0,2
5039,5040,15775490,660,Female,110570.78,2,1,0,38,Texas,195906.59,Downie,0,5
5040,5041,15749727,829,Male,0.0,2,0,1,50,California,178458.86,Chukwufumnanya,0,7
5041,5042,15619238,567,Male,0.0,2,1,0,29,California,156125.72,Allan,0,8
5042,5043,15593468,850,Female,0.0,2,1,1,33,Texas,11159.19,Findlay,0,3
5043,5044,15718454,712,Female,0.0,2,0,0,44,California,45738.94,Ch'eng,0,2
5044,5045,15789498,562,Male,111099.79,2,0,0,30,Texas,140650.19,Miller,0,3
5045,5046,15744691,755,Female,0.0,3,1,0,29,Texas,4733.94,Tsai,0,3
5046,5047,15708289,793,Male,100913.57,1,0,0,25,California,10579.72,Graham,0,3
5047,5048,15790412,471,Male,0.0,2,1,1,26,California,179655.87,Norton,0,8
5048,5049,15741416,707,Male,16893.59,1,1,1,42,Texas,,,0,2
5049,5050,15598894,784,Male,122267.85,1,0,0,38,California,145759.93,Holt,0,10
5050,5051,15663294,703,Male,125685.79,1,1,1,32,Texas,56246.72,Kao,0,1
5051,5052,15572728,704,Male,127397.34,1,1,0,36,California,151335.24,Ross,0,8
5052,5053,15706729,662,Male,105271.56,1,0,1,38,Texas,179833.45,Hsiao,0,0
5053,5054,15674433,636,Female,115265.14,1,0,0,28,Alabama,,,0,2
5054,5055,15641170,640,Male,0.0,1,0,0,36,California,173016.46,Liang,0,4
5055,5056,15806284,739,Male,0.0,2,1,1,31,California,58469.75,Briggs,0,1
5056,5057,15690958,767,Male,139542.82,1,0,1,23,Alabama,28038.28,Cantrell,0,2
5057,5058,15606386,753,Female,111512.75,3,1,0,,Alabama,159576.75,Wang,1,3
5058,5059,15682322,714,Male,148466.93,2,0,1,37,Texas,151280.96,Aksenov,0,9
5059,5060,15579915,707,Male,0.0,2,1,0,29,Texas,139953.94,Glennon,0,4
5060,5061,15681928,577,Female,108155.49,1,1,0,35,Texas,105407.79,Yancy,0,4
5061,5062,15734005,633,Female,0.0,2,1,0,42,Texas,56865.62,Mazzi,0,1
5062,5063,15650432,849,Male,84622.13,1,1,1,41,Alabama,,Liu,0,10
5063,5064,15592578,614,Female,146997.64,2,0,0,41,California,137791.18,Nucci,0,7
5064,5065,15671243,558,Female,0.0,2,1,0,47,Texas,,Y?,0,9
5065,5066,15775709,832,Female,98590.25,1,1,0,27,Texas,30912.89,Nucci,0,100
5066,5067,15702631,567,Female,0.0,2,1,1,26,Texas,78651.55,Tang,0,2
5067,5068,15602282,587,Female,134980.74,1,1,1,45,Alabama,123309.57,Kao,1,8
5068,5069,15717879,712,Female,108078.56,1,1,1,79,California,,,0,5
5069,5070,15740878,655,Female,0.0,2,0,1,29,California,,Yao,0,9
5070,5071,15794468,641,Female,0.0,2,0,0,42,Texas,121138.77,Tsou,0,6
5071,5072,15773277,676,Male,106836.67,2,1,0,35,Texas,84199.78,Barnes,0,5
5072,5073,15572657,472,Male,102490.27,1,0,1,29,Texas,181224.56,H?,0,8
5073,5074,15800295,644,Male,112746.54,2,0,0,34,Alabama,141230.07,Cruz,0,9
5074,5075,15672397,598,Male,125487.89,1,0,0,38,Texas,158111.71,Smith,0,0
5075,5076,15684921,792,Male,142862.21,1,1,1,,California,130639.01,Onuchukwu,0,8
5076,5077,15720676,700,Female,0.0,2,1,0,37,Texas,17040.82,Bukowski,0,7
5077,5078,15731829,616,Male,0.0,2,1,0,34,Texas,25662.27,Simmons,0,10
5078,5079,15732672,743,Male,79388.33,1,1,1,35,California,193360.69,Stewart,0,6
5079,5080,15692406,427,Male,0.0,2,1,1,37,Texas,121485.1,Gow,0,5
5080,5081,15764405,731,Male,0.0,2,1,1,29,Texas,162452.65,Williams,0,10
5081,5082,15757537,610,Female,107784.65,1,1,1,31,Texas,,,0,6
5082,5083,15793307,724,Female,142880.28,3,0,0,41,California,185541.2,Calabresi,0,4
5083,5084,15660679,653,Female,149571.94,1,1,0,38,California,118383.18,Chimaobim,0,9
5084,5085,15666856,774,Male,142767.39,1,1,1,49,Texas,8214.41,Chikwendu,0,1
5085,5086,15687372,547,Male,121537.71,2,1,0,49,Alabama,46521.45,Padovesi,1,8
5086,5087,15667289,719,Male,0.0,2,0,0,50,California,10772.13,Henderson,0,2
5087,5088,15624641,740,Male,0.0,1,1,0,,California,199290.68,Kharlamova,1,9
5088,5089,15734610,543,Male,89838.71,3,1,0,42,Texas,85983.54,Onio,1,4
5089,5090,15631882,688,Male,103399.87,1,0,0,45,Alabama,129870.93,Yeh,0,9
5090,5091,15642709,474,Female,0.0,2,0,0,30,Texas,63158.22,Feng,0,9
5091,5092,15811026,505,Male,136855.94,2,1,0,43,Alabama,171070.52,Norman,0,5
5092,5093,15596303,688,Female,0.0,2,1,0,39,Texas,53222.15,White,1,0
5093,5094,15787255,650,Female,140891.46,3,1,1,55,Alabama,179834.45,Manfrin,1,2
5094,5095,15617166,610,Male,0.0,1,1,0,37,Texas,114514.64,Ritchie,0,0
5095,5096,15742442,705,Female,89364.91,1,0,1,46,California,139162.15,Udegbulam,0,5
5096,5097,15758692,669,Female,146011.4,1,0,0,29,Texas,50249.16,Kao,0,7
5097,5098,15568238,650,Male,0.0,2,1,1,20,California,113469.65,Diaz,0,8
5098,5099,15730353,550,Male,145294.08,2,1,0,29,Alabama,147484.13,Olisaemeka,0,9
5099,5100,15731555,595,Female,106000.12,1,0,0,45,Alabama,191448.96,Ross-Watt,1,9
5100,5101,15582404,572,Female,0.0,2,1,0,26,California,119381.41,Miller,0,5
5101,5102,15721462,622,Female,0.0,2,1,1,58,California,33277.31,Shubin,0,2
5102,5103,15632899,662,Male,104508.77,2,0,0,20,California,73107.53,Nwankwo,0,9
5103,5104,15808526,783,Female,127539.3,1,1,1,58,Alabama,96590.39,Cartwright,1,3
5104,5105,15694349,714,Male,0.0,1,0,1,44,California,6923.11,Ngozichukwuka,0,7
5105,5106,15718465,671,Male,96891.46,1,1,0,51,Alabama,176403.33,Sadler,1,3
5106,5107,15682995,600,Female,78535.25,1,1,0,32,Texas,64349.6,Azuka,0,1
5107,5108,15584776,847,Female,112712.17,1,1,0,37,California,116097.26,Shen,0,9
5108,5109,15777772,650,Male,119618.42,1,1,1,,California,29861.13,Whittaker,0,9
5109,5110,15576156,710,Female,0.0,1,1,0,28,California,48426.98,Abazu,0,6
5110,5111,15646756,682,Female,74963.5,1,1,1,33,Texas,32770.56,Murphy,0,8
5111,5112,15742886,642,Male,138023.79,2,0,1,26,Texas,117060.2,Ford,0,1
5112,5113,15586135,536,Female,0.0,1,1,1,28,California,136197.65,Gratwick,0,4
5113,5114,15616152,754,Female,185513.67,1,1,0,47,Texas,27438.83,Pai,0,1
5114,5115,15721460,678,Male,185648.56,1,0,0,60,Texas,192156.54,Lorenzo,1,8
5115,5116,15727317,533,Female,102286.6,3,1,0,49,Alabama,69409.37,Brady,1,1
5116,5117,15649536,741,Male,128015.83,1,1,0,38,Alabama,58440.43,Wong,0,4
5117,5118,15754929,757,Male,39539.39,2,0,0,31,Texas,,Douglas,0,10
5118,5119,15572051,721,Male,0.0,1,1,1,40,Texas,144874.67,Kennedy,0,3
5119,5120,15668142,700,Male,77608.46,2,1,1,37,Texas,175373.46,Chang,0,3
5120,5121,15701176,663,Male,141462.13,1,1,0,26,Texas,440.2,Brown,0,5
5121,5122,15708422,677,Female,0.0,2,0,0,35,California,76637.38,Hsiung,0,0
5122,5123,15655632,655,Male,131691.33,1,1,0,27,Texas,49480.66,MacDonald,0,2
5123,5124,15744606,832,Male,93833.86,1,0,1,29,California,10417.87,Davidson,0,8
5124,5125,15612140,721,Female,137933.39,1,1,1,46,California,67976.57,Milano,0,7
5125,5126,15656086,542,Male,105770.14,1,0,1,54,California,140929.98,Bovee,0,8
5126,5127,15655298,654,Female,0.0,2,0,1,54,California,47139.06,Lewis,0,5
5127,5128,15644796,821,Female,0.0,2,0,1,38,California,126241.4,Dyer,0,8
5128,5129,15726250,508,Female,166328.65,2,0,1,38,Texas,22614.19,Hsia,0,3
5129,5130,15764432,588,Female,164307.77,1,1,0,42,Alabama,48498.19,Hicks,0,2
5130,5131,15631721,691,Male,163965.69,2,0,1,38,Alabama,103511.26,Millar,0,9
5131,5132,15707479,664,Male,125608.72,1,1,0,40,Texas,122073.48,Fan,0,7
5132,5133,15579826,439,Female,0.0,1,1,0,66,Texas,65535.56,Young,0,9
